r         V1
19.000000 0.856373
19.000000 0.856314
19.000000 0.856025
19.000000 0.856330
19.000000 0.856155
19.000000 0.856439
19.000000 0.856442
19.000000 0.856292
19.000000 0.856493
19.000000 0.856331
19.000000 0.856159
19.000000 0.856437
19.000000 0.856108
19.000000 0.856272
19.000000 0.856397
19.000000 0.856333
19.000000 0.856409
19.000000 0.856076
19.000000 0.856166
19.000000 0.856482
19.000000 0.856391
19.000000 0.856293
19.000000 0.856007
19.000000 0.856267
19.000000 0.856423
19.000000 0.856468
19.000000 0.856393
19.000000 0.856352
19.000000 0.856049
19.000000 0.856384
19.000000 0.856065
19.000000 0.856492
19.000000 0.856429
19.000000 0.856337
19.000000 0.856473
19.000000 0.856387
19.000000 0.856074
19.000000 0.856383
19.000000 0.856029
19.000000 0.856199
19.000000 0.856402
19.000000 0.856397
19.000000 0.856051
19.000000 0.856027
19.000000 0.856211
19.000000 0.856492
19.000000 0.856402
19.000000 0.856165
19.000000 0.856095
19.000000 0.856243
19.000000 0.856417
19.000000 0.856418
19.000000 0.856404
19.000000 0.856314
19.000000 0.856164
19.000000 0.856427
19.000000 0.856004
19.000000 0.856446
19.000000 0.856441
19.000000 0.856375
19.000000 0.856461
19.000000 0.856432
19.000000 0.855993
19.000000 0.856310
19.000000 0.856074
19.000000 0.856118
19.000000 0.856396
19.000000 0.856255
19.000000 0.856048
19.000000 0.855989
19.000000 0.856247
19.000000 0.856407
19.000000 0.856409
19.000000 0.856218
19.000000 0.856038
19.000000 0.856206
19.000000 0.856178
19.000000 0.856365
19.000000 0.856415
19.000000 0.856370
19.000000 0.856265
19.000000 0.856460
19.000000 0.856101
19.000000 0.856390
19.000000 0.856448
19.000000 0.856397
19.000000 0.856430
19.000000 0.856469
19.000000 0.856094
19.000000 0.856416
19.000000 0.856138
19.000000 0.856026
19.000000 0.856407
19.000000 0.856303
19.000000 0.856177
19.000000 0.855995
19.000000 0.856270
19.000000 0.856359
19.000000 0.856431
19.000000 0.856282
19.000000 0.856230
19.000000 0.856157
19.000000 0.856285
19.000000 0.856312
19.000000 0.856436
19.000000 0.856398
19.000000 0.856343
19.000000 0.856049
19.000000 0.856187
19.000000 0.856322
19.000000 0.856437
19.000000 0.856408
19.000000 0.856388
19.000000 0.856496
19.000000 0.856186
19.000000 0.856447
19.000000 0.856133
19.000000 0.856033
19.000000 0.856031
19.000000 0.856341
19.000000 0.856069
19.000000 0.856003
19.000000 0.856281
19.000000 0.856193
19.000000 0.856438
19.000000 0.856338
19.000000 0.856268
19.000000 0.856100
19.000000 0.856089
19.000000 0.856239
19.000000 0.856443
19.000000 0.856421
19.000000 0.856417
19.000000 0.856493
19.000000 0.856262
19.000000 0.856247
19.000000 0.856486
19.000000 0.856040
19.000000 0.856336
19.000000 0.856511
19.000000 0.856271
19.000000 0.856501
19.000000 0.856112
19.000000 0.856105
19.000000 0.856387
19.000000 0.856370
19.000000 0.856176
19.000000 0.856049
19.000000 0.856280
19.000000 0.856088
19.000000 0.856501
19.000000 0.856373
19.000000 0.856313
19.000000 0.856027
19.000000 0.856328
19.000000 0.856157
19.000000 0.856439
19.000000 0.856441
19.000000 0.856290
19.000000 0.856493
19.000000 0.856329
19.000000 0.856162
19.000000 0.856438
19.000000 0.856108
19.000000 0.856274
19.000000 0.856491
19.000000 0.856331
19.000000 0.856412
19.000000 0.856077
19.000000 0.856164
19.000000 0.856480
19.000000 0.856390
19.000000 0.856220
19.000000 0.856016
19.000000 0.856268
19.000000 0.856420
19.000000 0.856469
19.000000 0.856392
19.000000 0.856350
19.000000 0.856046
19.000000 0.856383
19.000000 0.856068
19.000000 0.856493
19.000000 0.856428
19.000000 0.856336
19.000000 0.856425
19.000000 0.856385
19.000000 0.856077
19.000000 0.856385
19.000000 0.856033
19.000000 0.856202
19.000000 0.856401
19.000000 0.856396
19.000000 0.856054
19.000000 0.856029
19.000000 0.856210
19.000000 0.856493
19.000000 0.856402
19.000000 0.856160
19.000000 0.856092
19.000000 0.856244
19.000000 0.856467
19.000000 0.856420
19.000000 0.856404
19.000000 0.856312
19.000000 0.856162
19.000000 0.856426
19.000000 0.856001
19.000000 0.856447
19.000000 0.856440
19.000000 0.856374
19.000000 0.856462
19.000000 0.856431
19.000000 0.855990
19.000000 0.856313
19.000000 0.856071
19.000000 0.856120
19.000000 0.856396
19.000000 0.856254
19.000000 0.856045
19.000000 0.855989
19.000000 0.856246
19.000000 0.856461
19.000000 0.856408
19.000000 0.856216
19.000000 0.856038
19.000000 0.856207
19.000000 0.856264
19.000000 0.856369
19.000000 0.856414
19.000000 0.856368
19.000000 0.856262
19.000000 0.856459
19.000000 0.856098
19.000000 0.856392
19.000000 0.856448
19.000000 0.856397
19.000000 0.856431
19.000000 0.856468
19.000000 0.856091
19.000000 0.856414
19.000000 0.856138
19.000000 0.856029
19.000000 0.856504
19.000000 0.856301
19.000000 0.856173
19.000000 0.855995
19.000000 0.856269
19.000000 0.856362
19.000000 0.856431
19.000000 0.856280
19.000000 0.856230
19.000000 0.856159
19.000000 0.856289
19.000000 0.856314
19.000000 0.856435
19.000000 0.856397
19.000000 0.856341
19.000000 0.856482
19.000000 0.856184
19.000000 0.856324
19.000000 0.856437
19.000000 0.856408
19.000000 0.856389
19.000000 0.856495
19.000000 0.856184
19.000000 0.856447
19.000000 0.856133
19.000000 0.856031
19.000000 0.856079
19.000000 0.856340
19.000000 0.856066
19.000000 0.856003
19.000000 0.856281
19.000000 0.856198
19.000000 0.856438
19.000000 0.856337
19.000000 0.856266
19.000000 0.856102
19.000000 0.856095
19.000000 0.856241
19.000000 0.856443
19.000000 0.856421
19.000000 0.856415
19.000000 0.856493
19.000000 0.856260
19.000000 0.856249
19.000000 0.856487
19.000000 0.856435
19.000000 0.856337
19.000000 0.856511
19.000000 0.856269
19.000000 0.856427
19.000000 0.856113
19.000000 0.856103
19.000000 0.856387
19.000000 0.856369
19.000000 0.856173
19.000000 0.856046
19.000000 0.856281
19.000000 0.856084
19.000000 0.856502
19.000000 0.856372
19.000000 0.856311
19.000000 0.856029
19.000000 0.856326
19.000000 0.856160
19.000000 0.856440
19.000000 0.856441
19.000000 0.856289
19.000000 0.856493
19.000000 0.856327
19.000000 0.856165
19.000000 0.856440
19.000000 0.856108
19.000000 0.856275
19.000000 0.856399
19.000000 0.856329
19.000000 0.856414
19.000000 0.856078
19.000000 0.856163
19.000000 0.856479
19.000000 0.856390
19.000000 0.856298
19.000000 0.856014
19.000000 0.856268
19.000000 0.856414
19.000000 0.856470
19.000000 0.856392
19.000000 0.856349
19.000000 0.856043
19.000000 0.856381
19.000000 0.856071
19.000000 0.856495
19.000000 0.856428
19.000000 0.856335
19.000000 0.856291
19.000000 0.856384
19.000000 0.856080
19.000000 0.856386
19.000000 0.856037
19.000000 0.856204
19.000000 0.856401
19.000000 0.856394
19.000000 0.856058
19.000000 0.856030
19.000000 0.856209
19.000000 0.856493
19.000000 0.856401
19.000000 0.856155
19.000000 0.856090
19.000000 0.856245
19.000000 0.856185
19.000000 0.856422
19.000000 0.856404
19.000000 0.856310
19.000000 0.856159
19.000000 0.856425
19.000000 0.855998
19.000000 0.856449
19.000000 0.856440
19.000000 0.856373
19.000000 0.856462
19.000000 0.856430
19.000000 0.855987
19.000000 0.856316
19.000000 0.856068
19.000000 0.856122
19.000000 0.856396
19.000000 0.856252
19.000000 0.856041
19.000000 0.855989
19.000000 0.856245
19.000000 0.856176
19.000000 0.856407
19.000000 0.856214
19.000000 0.856038
19.000000 0.856208
19.000000 0.856332
19.000000 0.856372
19.000000 0.856413
19.000000 0.856367
19.000000 0.856259
19.000000 0.856458
19.000000 0.856095
19.000000 0.856394
19.000000 0.856446
19.000000 0.856396
19.000000 0.856432
19.000000 0.856467
19.000000 0.856088
19.000000 0.856412
19.000000 0.856138
19.000000 0.856031
19.000000 0.856501
19.000000 0.856300
19.011765 0.854557
19.011765 0.854706
19.011765 0.854564
19.011765 0.854493
19.011765 0.854432
19.011765 0.854561
19.011765 0.854563
19.011765 0.854701
19.011765 0.854654
19.011765 0.854572
19.011765 0.854741
19.011765 0.854400
19.011765 0.854636
19.011765 0.854714
19.011765 0.854668
19.011765 0.854702
19.011765 0.854736
19.011765 0.854342
19.011765 0.854667
19.011765 0.854400
19.011765 0.854344
19.011765 0.854666
19.011765 0.854542
19.011765 0.854363
19.011765 0.854261
19.011765 0.854518
19.011765 0.854727
19.011765 0.854675
19.011765 0.854478
19.011765 0.854279
19.011765 0.854493
19.011765 0.854331
19.011765 0.854651
19.011765 0.854676
19.011765 0.854565
19.011765 0.854450
19.011765 0.854699
19.011765 0.854271
19.011765 0.854723
19.011765 0.854704
19.011765 0.854635
19.011765 0.854626
19.011765 0.854682
19.011765 0.854306
19.011765 0.854634
19.011765 0.854258
19.011765 0.854459
19.011765 0.854676
19.011765 0.854666
19.011765 0.854325
19.011765 0.854310
19.011765 0.854468
19.011765 0.854529
19.011765 0.854668
19.011765 0.854430
19.011765 0.854313
19.011765 0.854533
19.011765 0.854376
19.011765 0.854736
19.011765 0.854663
19.011765 0.854608
19.011765 0.854291
19.011765 0.854638
19.011765 0.854372
19.011765 0.854702
19.011765 0.854716
19.011765 0.854578
19.011765 0.854666
19.011765 0.854610
19.011765 0.854425
19.011765 0.854710
19.011765 0.854379
19.011765 0.854558
19.011765 0.854666
19.011765 0.854574
19.011765 0.854751
19.011765 0.854369
19.011765 0.854396
19.011765 0.854640
19.011765 0.854644
19.011765 0.854474
19.011765 0.854266
19.011765 0.854551
19.011765 0.854746
19.011765 0.854783
19.011765 0.854633
19.011765 0.854553
19.011765 0.854339
19.011765 0.854264
19.011765 0.854488
19.011765 0.854714
19.011765 0.854693
19.011765 0.854494
19.011765 0.854762
19.011765 0.854519
19.011765 0.854539
19.011765 0.854696
19.011765 0.854692
19.011765 0.854637
19.011765 0.854773
19.011765 0.854479
19.011765 0.854717
19.011765 0.854402
19.011765 0.854302
19.011765 0.854525
19.011765 0.854604
19.011765 0.854552
19.011765 0.854263
19.011765 0.854547
19.011765 0.854536
19.011765 0.854708
19.011765 0.854571
19.011765 0.854497
19.011765 0.854423
19.011765 0.854540
19.011765 0.854589
19.011765 0.854703
19.011765 0.854657
19.011765 0.854582
19.011765 0.854743
19.011765 0.854411
19.011765 0.854649
19.011765 0.854713
19.011765 0.854670
19.011765 0.854697
19.011765 0.854739
19.011765 0.854353
19.011765 0.854671
19.011765 0.854407
19.011765 0.854333
19.011765 0.854666
19.011765 0.854548
19.011765 0.854380
19.011765 0.854262
19.011765 0.854521
19.011765 0.854716
19.011765 0.854679
19.011765 0.854487
19.011765 0.854279
19.011765 0.854487
19.011765 0.854630
19.011765 0.854664
19.011765 0.854676
19.011765 0.854590
19.011765 0.854462
19.011765 0.854705
19.011765 0.854283
19.011765 0.854717
19.011765 0.854706
19.011765 0.854639
19.011765 0.854739
19.011765 0.854687
19.011765 0.854295
19.011765 0.854627
19.011765 0.854271
19.011765 0.854450
19.011765 0.854677
19.011765 0.854474
19.011765 0.854309
19.011765 0.854303
19.011765 0.854473
19.011765 0.854763
19.011765 0.854669
19.011765 0.854461
19.011765 0.854268
19.011765 0.854530
19.011765 0.854397
19.011765 0.854731
19.011765 0.854664
19.011765 0.854614
19.011765 0.854306
19.011765 0.854644
19.011765 0.854361
19.011765 0.854778
19.011765 0.854717
19.011765 0.854583
19.011765 0.854761
19.011765 0.854617
19.011765 0.854413
19.011765 0.854703
19.011765 0.854378
19.011765 0.854549
19.011765 0.854667
19.011765 0.854583
19.011765 0.854741
19.011765 0.854365
19.011765 0.854404
19.011765 0.854638
19.011765 0.854647
19.011765 0.854559
19.011765 0.854264
19.011765 0.854551
19.011765 0.854561
19.011765 0.854779
19.011765 0.854637
19.011765 0.854559
19.011765 0.854330
19.011765 0.854276
19.011765 0.854478
19.011765 0.854714
19.011765 0.854696
19.011765 0.854502
19.011765 0.854763
19.011765 0.854528
19.011765 0.854530
19.011765 0.854767
19.011765 0.854696
19.011765 0.854630
19.011765 0.854775
19.011765 0.854489
19.011765 0.854717
19.011765 0.854401
19.011765 0.854311
19.011765 0.854467
19.011765 0.854608
19.011765 0.854339
19.011765 0.854263
19.011765 0.854549
19.011765 0.854563
19.011765 0.854706
19.011765 0.854584
19.011765 0.854501
19.011765 0.854417
19.011765 0.854426
19.011765 0.854580
19.011765 0.854705
19.011765 0.854661
19.011765 0.854599
19.011765 0.854746
19.011765 0.854421
19.011765 0.854632
19.011765 0.854715
19.011765 0.854672
19.011765 0.854693
19.011765 0.854743
19.011765 0.854365
19.011765 0.854674
19.011765 0.854408
19.011765 0.854321
19.011765 0.854666
19.011765 0.854553
19.011765 0.854396
19.011765 0.854263
19.011765 0.854525
19.011765 0.854704
19.011765 0.854682
19.011765 0.854495
19.011765 0.854276
19.011765 0.854483
19.011765 0.854406
19.011765 0.854682
19.011765 0.854677
19.011765 0.854600
19.011765 0.854474
19.011765 0.854712
19.011765 0.854295
19.011765 0.854710
19.011765 0.854718
19.011765 0.854642
19.011765 0.854736
19.011765 0.854693
19.011765 0.854283
19.011765 0.854619
19.011765 0.854286
19.011765 0.854440
19.011765 0.854679
19.011765 0.854481
19.011765 0.854295
19.011765 0.854297
19.011765 0.854478
19.011765 0.854763
19.011765 0.854670
19.011765 0.854501
19.011765 0.854330
19.011765 0.854527
19.011765 0.854417
19.011765 0.854725
19.011765 0.854666
19.011765 0.854620
19.011765 0.854321
19.011765 0.854650
19.011765 0.854350
19.011765 0.854773
19.011765 0.854687
19.011765 0.854589
19.011765 0.854759
19.011765 0.854624
19.011765 0.854409
19.011765 0.854697
19.011765 0.854376
19.011765 0.854541
19.011765 0.854667
19.011765 0.854592
19.011765 0.854730
19.011765 0.854360
19.011765 0.854411
19.011765 0.854636
19.011765 0.854649
19.011765 0.854534
19.011765 0.854263
19.011765 0.854550
19.011765 0.854363
19.011765 0.854775
19.011765 0.854640
19.011765 0.854566
19.011765 0.854322
19.011765 0.854304
19.011765 0.854468
19.011765 0.854713
19.011765 0.854699
19.011765 0.854509
19.011765 0.854763
19.011765 0.854537
19.011765 0.854520
19.011765 0.854762
19.011765 0.854699
19.011765 0.854624
19.011765 0.854777
19.011765 0.854500
19.011765 0.854717
19.011765 0.854398
19.011765 0.854320
19.011765 0.854536
19.011765 0.854613
19.011765 0.854352
19.011765 0.854359
19.011765 0.854550
19.011765 0.854548
19.011765 0.854709
19.011765 0.854590
19.011765 0.854505
19.011765 0.854410
19.011765 0.854406
19.011765 0.854572
19.011765 0.854707
19.011765 0.854664
19.011765 0.854602
19.011765 0.854748
19.011765 0.854431
19.011765 0.854624
19.011765 0.854714
19.011765 0.854673
19.011765 0.854688
19.011765 0.854746
19.011765 0.854377
19.011765 0.854676
19.011765 0.854408
19.011765 0.854310
19.011765 0.854665
19.011765 0.854559
19.011765 0.854413
19.011765 0.854264
19.011765 0.854528
19.011765 0.854692
19.011765 0.854685
19.011765 0.854503
19.011765 0.854263
19.011765 0.854478
19.011765 0.854573
19.011765 0.854667
19.011765 0.854677
19.011765 0.854608
19.011765 0.854486
19.011765 0.854713
19.011765 0.854307
19.011765 0.854704
19.011765 0.854714
19.011765 0.854646
19.011765 0.854733
19.011765 0.854698
19.011765 0.854272
19.011765 0.854610
19.011765 0.854301
19.011765 0.854430
19.011765 0.854681
19.011765 0.854488
19.011765 0.854281
19.011765 0.854290
19.011765 0.854483
19.011765 0.854672
19.011765 0.854671
19.011765 0.854541
19.011765 0.854339
19.011765 0.854524
19.011765 0.854382
19.011765 0.854719
19.011765 0.854668
19.011765 0.854625
19.011765 0.854335
19.011765 0.854656
19.011765 0.854339
19.011765 0.854768
19.011765 0.854689
19.011765 0.854594
19.011765 0.854758
19.011765 0.854631
19.011765 0.854398
19.011765 0.854691
19.011765 0.854372
19.011765 0.854533
19.011765 0.854667
19.011765 0.854600
19.011765 0.854719
19.011765 0.854356
19.011765 0.854418
19.011765 0.854633
19.011765 0.854652
19.011765 0.854497
19.011765 0.854261
19.011765 0.854549
19.011765 0.854740
19.011765 0.854770
19.011765 0.854643
19.011765 0.854571
19.011765 0.854313
19.011765 0.854580
19.011765 0.854459
19.011765 0.854713
19.011765 0.854701
19.011765 0.854516
19.011765 0.854764
19.011765 0.854545
19.011765 0.854511
19.011765 0.854757
19.011765 0.854703
19.011765 0.854617
19.011765 0.854779
19.011765 0.854510
19.011765 0.854716
19.011765 0.854396
19.011765 0.854329
19.011765 0.854764
19.011765 0.854616
19.011765 0.854366
19.011765 0.854274
19.011765 0.854551
19.011765 0.854527
19.011765 0.854709
19.011765 0.854595
19.011765 0.854509
19.011765 0.854400
19.011765 0.854393
19.011765 0.854563
19.011765 0.854708
19.011765 0.854666
19.011765 0.854612
19.011765 0.854273
19.011765 0.854441
19.011765 0.854615
19.011765 0.854713
19.011765 0.854675
19.011765 0.854683
19.011765 0.854749
19.011765 0.854388
19.011765 0.854678
19.011765 0.854409
19.011765 0.854298
19.011765 0.854668
19.011765 0.854564
19.011765 0.854429
19.011765 0.854264
19.011765 0.854530
19.011765 0.854679
19.011765 0.854688
19.011765 0.854511
19.011765 0.854370
19.011765 0.854473
19.011765 0.854623
19.011765 0.854651
19.011765 0.854680
19.011765 0.854615
19.011765 0.854498
19.011765 0.854716
19.011765 0.854319
19.011765 0.854698
19.011765 0.854719
19.011765 0.854649
19.011765 0.854730
19.011765 0.854703
19.011765 0.854260
19.011765 0.854597
19.011765 0.854315
19.011765 0.854420
19.011765 0.854682
19.011765 0.854495
19.011765 0.854266
19.011765 0.854283
19.011765 0.854488
19.011765 0.854522
19.011765 0.854672
19.011765 0.854582
19.011765 0.854271
19.011765 0.854521
19.011765 0.854399
19.011765 0.854713
19.011765 0.854669
19.011765 0.854630
19.011765 0.854352
19.011765 0.854662
19.011765 0.854327
19.011765 0.854763
19.011765 0.854691
19.011765 0.854599
19.011765 0.854757
19.011765 0.854638
19.011765 0.854387
19.011765 0.854684
19.011765 0.854365
19.011765 0.854525
19.011765 0.854667
19.011765 0.854609
19.011765 0.854708
19.011765 0.854351
19.011765 0.854425
19.011765 0.854629
19.011765 0.854654
19.011765 0.854382
19.011765 0.854259
19.011765 0.854547
19.011765 0.854296
19.011765 0.854766
19.011765 0.854646
19.011765 0.854576
19.011765 0.854303
19.011765 0.854588
19.011765 0.854449
19.011765 0.854712
19.011765 0.854704
19.011765 0.854524
19.011765 0.854764
19.023529 0.852974
19.023529 0.852945
19.023529 0.852903
19.023529 0.852623
19.023529 0.852932
19.023529 0.852618
19.023529 0.853049
19.023529 0.852992
19.023529 0.852853
19.023529 0.853037
19.023529 0.852877
19.023529 0.852720
19.023529 0.853001
19.023529 0.852640
19.023529 0.852864
19.023529 0.853059
19.023529 0.852810
19.023529 0.852992
19.023529 0.852668
19.023529 0.852605
19.023529 0.852962
19.023529 0.852886
19.023529 0.852633
19.023529 0.852538
19.023529 0.852821
19.023529 0.852824
19.023529 0.852980
19.023529 0.852832
19.023529 0.852749
19.023529 0.852727
19.023529 0.852832
19.023529 0.852898
19.023529 0.852960
19.023529 0.852880
19.023529 0.852775
19.023529 0.852990
19.023529 0.852580
19.023529 0.852985
19.023529 0.852991
19.023529 0.852911
19.023529 0.852978
19.023529 0.852952
19.023529 0.852601
19.023529 0.852926
19.023529 0.852591
19.023529 0.852771
19.023529 0.852942
19.023529 0.852898
19.023529 0.852675
19.023529 0.852624
19.023529 0.852695
19.023529 0.852896
19.023529 0.852924
19.023529 0.852750
19.023529 0.852596
19.023529 0.852826
19.023529 0.852664
19.023529 0.852980
19.023529 0.852899
19.023529 0.852802
19.023529 0.852647
19.023529 0.852647
19.023529 0.852813
19.023529 0.852985
19.023529 0.852940
19.023529 0.852892
19.023529 0.853024
19.023529 0.852707
19.023529 0.852903
19.023529 0.852990
19.023529 0.852944
19.023529 0.852977
19.023529 0.853031
19.023529 0.852598
19.023529 0.852846
19.023529 0.852644
19.023529 0.852659
19.023529 0.853050
19.023529 0.852784
19.023529 0.852554
19.023529 0.852554
19.023529 0.852761
19.023529 0.852791
19.023529 0.852945
19.023529 0.852712
19.023529 0.852535
19.023529 0.852808
19.023529 0.852644
19.023529 0.853019
19.023529 0.852933
19.023529 0.852868
19.023529 0.852544
19.023529 0.852882
19.023529 0.852701
19.023529 0.852986
19.023529 0.852979
19.023529 0.852797
19.023529 0.853039
19.023529 0.852815
19.023529 0.852799
19.023529 0.853043
19.023529 0.852966
19.023529 0.852916
19.023529 0.853046
19.023529 0.852730
19.023529 0.852969
19.023529 0.852682
19.023529 0.852532
19.023529 0.852950
19.023529 0.852851
19.023529 0.852747
19.023529 0.852539
19.023529 0.852805
19.023529 0.852952
19.023529 0.852958
19.023529 0.852773
19.023529 0.852608
19.023529 0.852763
19.023529 0.852808
19.023529 0.852949
19.023529 0.852949
19.023529 0.852920
19.023529 0.852676
19.023529 0.852953
19.023529 0.852574
19.023529 0.853029
19.023529 0.852960
19.023529 0.852874
19.023529 0.853032
19.023529 0.852904
19.023529 0.852685
19.023529 0.852978
19.023529 0.852654
19.023529 0.852836
19.023529 0.852940
19.023529 0.852846
19.023529 0.852984
19.023529 0.852657
19.023529 0.852638
19.023529 0.853029
19.023529 0.852901
19.023529 0.852686
19.023529 0.852539
19.023529 0.852825
19.023529 0.852992
19.023529 0.852983
19.023529 0.852863
19.023529 0.852765
19.023529 0.852704
19.023529 0.852885
19.023529 0.852851
19.023529 0.852971
19.023529 0.852907
19.023529 0.852818
19.023529 0.853003
19.023529 0.852624
19.023529 0.852960
19.023529 0.852982
19.023529 0.852925
19.023529 0.853011
19.023529 0.852972
19.023529 0.852557
19.023529 0.852899
19.023529 0.852540
19.023529 0.852736
19.023529 0.852949
19.023529 0.852928
19.023529 0.852622
19.023529 0.852604
19.023529 0.852719
19.023529 0.853018
19.023529 0.852933
19.023529 0.852835
19.023529 0.852650
19.023529 0.852823
19.023529 0.852587
19.023529 0.853050
19.023529 0.852912
19.023529 0.852824
19.023529 0.852615
19.023529 0.852546
19.023529 0.852778
19.023529 0.852988
19.023529 0.852956
19.023529 0.852926
19.023529 0.853032
19.023529 0.852745
19.023529 0.852869
19.023529 0.852985
19.023529 0.852950
19.023529 0.852959
19.023529 0.853021
19.023529 0.852643
19.023529 0.852933
19.023529 0.852681
19.023529 0.852618
19.023529 0.852941
19.023529 0.852808
19.023529 0.852620
19.023529 0.852531
19.023529 0.852778
19.023529 0.853030
19.023529 0.852948
19.023529 0.852851
19.023529 0.852562
19.023529 0.852797
19.023529 0.852719
19.023529 0.852998
19.023529 0.852941
19.023529 0.852881
19.023529 0.852566
19.023529 0.852908
19.023529 0.852661
19.023529 0.852981
19.023529 0.852986
19.023529 0.852823
19.023529 0.853039
19.023529 0.852846
19.023529 0.852762
19.023529 0.853023
19.023529 0.852592
19.023529 0.852892
19.023529 0.853053
19.023529 0.852770
19.023529 0.852988
19.023529 0.852677
19.023529 0.852569
19.023529 0.853017
19.023529 0.852869
19.023529 0.852804
19.023529 0.852539
19.023529 0.852814
19.023529 0.852891
19.023529 0.852969
19.023529 0.852803
19.023529 0.852731
19.023529 0.852747
19.023529 0.852981
19.023529 0.852955
19.023529 0.852951
19.023529 0.852934
19.023529 0.852727
19.023529 0.852972
19.023529 0.852531
19.023529 0.853008
19.023529 0.852968
19.023529 0.852891
19.023529 0.852821
19.023529 0.852929
19.023529 0.852644
19.023529 0.852953
19.023529 0.852638
19.023529 0.852806
19.023529 0.852942
19.023529 0.852865
19.023529 0.853040
19.023529 0.852643
19.023529 0.852667
19.023529 0.852905
19.023529 0.852913
19.023529 0.852736
19.023529 0.852540
19.023529 0.852827
19.023529 0.852554
19.023529 0.852983
19.023529 0.852884
19.023529 0.852781
19.023529 0.852678
19.023529 0.852649
19.023529 0.852847
19.023529 0.852980
19.023529 0.852926
19.023529 0.852851
19.023529 0.853015
19.023529 0.852666
19.023529 0.852933
19.023529 0.852992
19.023529 0.852935
19.023529 0.852993
19.023529 0.853014
19.023529 0.852549
19.023529 0.852855
19.023529 0.852596
19.023529 0.852699
19.023529 0.853056
19.023529 0.852756
19.023529 0.852567
19.023529 0.852581
19.023529 0.852741
19.023529 0.853034
19.023529 0.852940
19.023529 0.852725
19.023529 0.852554
19.023529 0.852817
19.023529 0.852556
19.023529 0.853034
19.023529 0.852947
19.023529 0.852843
19.023529 0.852582
19.023529 0.852853
19.023529 0.852741
19.023529 0.852988
19.023529 0.852969
19.023529 0.852767
19.023529 0.853036
19.023529 0.852780
19.023529 0.852836
19.023529 0.852978
19.023529 0.852954
19.023529 0.852939
19.023529 0.853035
19.023529 0.852686
19.023529 0.852950
19.023529 0.852684
19.023529 0.852575
19.023529 0.852942
19.023529 0.852830
19.023529 0.852684
19.023529 0.852536
19.023529 0.852793
19.023529 0.852999
19.023529 0.852950
19.023529 0.852776
19.023529 0.852539
19.023529 0.852784
19.023529 0.852787
19.023529 0.852975
19.023529 0.852945
19.023529 0.852902
19.023529 0.852621
19.023529 0.852931
19.023529 0.852619
19.023529 0.853050
19.023529 0.852991
19.023529 0.852852
19.023529 0.853037
19.023529 0.852876
19.023529 0.852722
