r         V1
20.690000 0.092442
20.690000 1.766199
20.690000 0.376776
20.690000 1.149833
20.690000 0.125739
20.690000 1.694950
20.690000 0.293065
20.690000 1.328395
20.690000 0.092406
20.690000 1.766321
20.690000 0.376768
20.690000 1.149725
20.690000 0.125622
20.690000 1.694912
20.690000 0.293107
20.690000 1.328398
20.690000 0.092462
20.690000 1.766184
20.690000 0.376828
20.690000 1.149698
20.690000 0.125721
20.690000 1.694990
20.690000 0.292998
20.690000 1.328328
20.690000 0.092432
20.690000 1.766199
20.690000 0.376829
20.690000 1.149773
20.690000 0.125661
20.690000 1.695017
20.690000 0.293064
20.690000 1.328277
20.690000 0.092464
20.690000 1.766170
20.690000 0.376833
20.690000 1.149834
20.690000 0.125706
20.690000 1.695017
20.690000 0.293101
20.690000 1.328289
20.690000 0.092455
20.690000 1.766324
20.690000 0.376704
20.690000 1.149682
20.690000 0.125590
20.690000 1.694889
20.690000 0.293081
20.690000 1.328368
20.690000 0.092454
20.690000 1.766280
20.690000 0.376828
20.690000 1.149807
20.690000 0.125629
20.690000 1.694957
20.690000 0.293124
20.690000 1.328389
20.690000 0.092346
20.690000 1.766238
20.690000 0.376772
20.690000 1.149681
20.690000 0.125629
20.690000 1.694877
20.690000 0.293006
20.690000 1.328378
20.690000 0.092475
20.690000 1.766296
20.690000 0.376705
20.690000 1.149795
20.690000 0.125720
20.690000 1.694913
20.690000 0.293026
20.690000 1.328294
20.690000 0.092412
20.690000 1.766272
20.690000 0.376752
20.690000 1.149840
20.690000 0.125668
20.690000 1.694941
20.690000 0.293063
20.690000 1.328318
20.690000 0.092464
20.690000 1.766214
20.690000 0.376799
20.690000 1.149823
20.690000 0.125661
20.690000 1.694999
20.690000 0.293105
20.690000 1.328402
20.690000 0.092367
20.690000 1.766296
20.690000 0.376818
20.690000 1.149802
20.690000 0.125649
20.690000 1.694971
20.690000 0.293113
20.690000 1.328404
20.690000 0.092355
20.690000 1.766268
20.690000 0.376854
20.690000 1.149732
20.690000 0.125712
20.690000 1.694953
20.690000 0.293108
20.690000 1.328386
20.690000 0.092369
20.690000 1.766176
20.690000 0.376782
20.690000 1.149773
20.690000 0.125610
20.690000 1.694928
20.690000 0.292998
20.690000 1.328272
20.690000 0.092474
20.690000 1.766225
20.690000 0.376831
20.690000 1.149843
20.690000 0.125721
20.690000 1.695021
20.690000 0.293117
20.690000 1.328254
20.690000 0.092440
20.690000 1.766238
20.690000 0.376837
20.690000 1.149821
20.690000 0.125664
20.690000 1.695025
20.690000 0.293050
20.690000 1.328404
20.690000 0.092461
20.690000 1.766304
20.690000 0.376811
20.690000 1.149820
20.690000 0.125625
20.690000 1.694967
20.690000 0.292986
20.690000 1.328303
20.690000 0.092374
20.690000 1.766307
20.690000 0.376733
20.690000 1.149733
20.690000 0.125735
20.690000 1.694922
20.690000 0.293053
20.690000 1.328402
20.690000 0.092446
20.690000 1.766170
20.690000 0.376800
20.690000 1.149681
20.690000 0.125717
20.690000 1.694905
20.690000 0.293049
20.690000 1.328268
20.690000 0.092410
20.690000 1.766150
20.690000 0.376790
20.690000 1.149761
20.690000 0.125705
20.690000 1.694932
20.690000 0.293054
20.690000 1.328311
20.690000 0.092487
20.690000 1.766190
20.690000 0.376715
20.690000 1.149740
20.690000 0.125689
20.690000 1.695016
20.690000 0.293111
20.690000 1.328361
20.690000 0.092432
20.690000 1.766284
20.690000 0.376802
20.690000 1.149809
20.690000 0.125678
20.690000 1.694983
20.690000 0.293063
20.690000 1.328339
20.690000 0.092384
20.690000 1.766293
20.690000 0.376729
20.690000 1.149702
20.690000 0.125625
20.690000 1.694932
20.690000 0.293116
20.690000 1.328339
20.690000 0.092479
20.690000 1.766207
20.690000 0.376817
20.690000 1.149708
20.690000 0.125720
20.690000 1.694951
20.690000 0.293121
20.690000 1.328336
20.690000 0.092443
20.690000 1.766258
20.690000 0.376840
20.690000 1.149732
20.690000 0.125721
20.690000 1.695031
20.690000 0.293109
20.690000 1.328261
20.690000 0.092464
20.690000 1.766237
20.690000 0.376807
20.690000 1.149830
20.690000 0.125702
20.690000 1.695025
20.690000 0.293062
20.690000 1.328323
20.690000 0.092409
20.690000 1.766306
20.690000 0.376712
20.690000 1.149830
20.690000 0.125592
20.690000 1.695011
20.690000 0.293122
20.690000 1.328403
20.690000 0.092444
20.690000 1.766308
20.690000 0.376826
20.690000 1.149835
20.690000 0.125630
20.690000 1.694937
20.690000 0.293079
20.690000 1.328391
20.690000 0.092360
20.690000 1.766195
20.690000 0.376736
20.690000 1.149818
20.690000 0.125615
20.690000 1.694878
20.690000 0.293012
20.690000 1.328381
20.690000 0.092390
20.690000 1.766262
20.690000 0.376831
20.690000 1.149799
20.690000 0.125720
20.690000 1.694992
20.690000 0.293051
20.690000 1.328410
20.690000 0.092370
20.690000 1.766231
20.690000 0.376692
20.690000 1.149781
20.690000 0.125659
20.690000 1.695008
20.690000 0.292985
20.690000 1.328247
20.690000 0.092464
20.690000 1.766201
20.690000 0.376812
20.690000 1.149814
20.690000 0.125715
20.690000 1.695004
20.690000 0.293099
20.690000 1.328360
20.690000 0.092358
20.690000 1.766278
20.690000 0.376719
20.690000 1.149785
20.690000 0.125600
20.690000 1.695006
20.690000 0.293117
20.690000 1.328357
20.690000 0.092465
20.690000 1.766256
20.690000 0.376832
20.690000 1.149742
20.690000 0.125714
20.690000 1.694922
20.690000 0.293092
20.690000 1.328376
20.690000 0.092349
20.690000 1.766259
20.690000 0.376750
20.690000 1.149689
20.690000 0.125636
20.690000 1.694947
20.690000 0.292993
20.690000 1.328298
20.690000 0.092476
20.690000 1.766203
20.690000 0.376834
20.690000 1.149760
20.690000 0.125718
20.690000 1.695020
20.690000 0.293117
20.690000 1.328302
20.690000 0.092433
20.690000 1.766260
20.690000 0.376792
20.690000 1.149821
20.690000 0.125661
20.690000 1.694980
20.690000 0.293011
20.690000 1.328276
20.690000 0.092468
20.690000 1.766303
20.690000 0.376811
20.690000 1.149826
20.690000 0.125599
20.690000 1.695000
20.690000 0.293127
20.690000 1.328398
20.690000 0.092363
20.690000 1.766250
20.690000 0.376697
20.690000 1.149777
20.690000 0.125697
20.690000 1.694888
20.690000 0.292988
20.690000 1.328395
20.690000 0.092458
20.690000 1.766327
20.690000 0.376779
20.690000 1.149702
20.690000 0.125717
20.690000 1.694901
20.690000 0.293078
20.690000 1.328348
20.690000 0.092471
20.690000 1.766174
20.690000 0.376806
20.690000 1.149816
20.690000 0.125703
20.690000 1.694892
20.690000 0.293050
20.690000 1.328280
20.690000 0.092474
20.690000 1.766157
20.690000 0.376820
20.690000 1.149839
20.690000 0.125594
20.690000 1.695018
20.690000 0.293112
20.690000 1.328329
20.690000 0.092428
20.690000 1.766278
20.690000 0.376814
20.690000 1.149820
20.690000 0.125663
20.690000 1.695025
20.690000 0.293011
20.690000 1.328397
20.690000 0.092411
20.690000 1.766293
20.690000 0.376805
20.690000 1.149735
20.690000 0.125643
20.690000 1.694939
20.690000 0.293117
20.690000 1.328400
20.690000 0.092452
20.690000 1.766273
20.690000 0.376816
20.690000 1.149761
20.690000 0.125617
20.690000 1.694904
20.690000 0.293053
20.690000 1.328343
20.690000 0.092451
20.690000 1.766160
20.690000 0.376815
20.690000 1.149807
20.690000 0.125659
20.690000 1.694995
20.690000 0.293113
20.690000 1.328313
20.690000 0.092462
20.690000 1.766162
20.690000 0.376810
20.690000 1.149834
20.690000 0.125701
20.690000 1.695038
20.690000 0.293034
20.690000 1.328375
20.690000 0.092385
20.690000 1.766266
20.690000 0.376722
20.690000 1.149835
20.690000 0.125595
20.690000 1.695028
20.690000 0.293034
20.690000 1.328368
20.690000 0.092433
20.690000 1.766300
20.690000 0.376727
20.690000 1.149711
20.690000 0.125728
20.690000 1.694929
20.690000 0.293076
20.690000 1.328411
20.690000 0.092366
20.690000 1.766300
20.690000 0.376694
20.690000 1.149786
20.690000 0.125648
20.690000 1.694905
20.690000 0.293054
20.690000 1.328325
20.690000 0.092414
20.690000 1.766243
20.690000 0.376804
20.690000 1.149730
20.690000 0.125719
20.690000 1.694888
20.690000 0.293079
20.690000 1.328328
20.690000 0.092431
20.690000 1.766170
20.690000 0.376696
20.690000 1.149722
20.690000 0.125684
20.690000 1.695032
20.690000 0.293108
20.690000 1.328269
20.690000 0.092463
20.690000 1.766294
20.690000 0.376819
20.690000 1.149797
20.690000 0.125705
20.690000 1.695010
20.690000 0.293099
20.690000 1.328268
20.690000 0.092361
20.690000 1.766324
20.690000 0.376804
20.690000 1.149783
20.690000 0.125604
20.690000 1.694994
20.690000 0.293110
20.690000 1.328372
20.690000 0.092389
20.690000 1.766289
20.690000 0.376831
20.690000 1.149776
20.690000 0.125720
20.690000 1.695011
20.690000 0.293115
20.690000 1.328370
20.690000 0.092363
20.690000 1.766288
20.690000 0.376778
20.690000 1.149768
20.690000 0.125687
20.690000 1.694929
20.690000 0.293034
20.690000 1.328345
20.690000 0.092476
20.690000 1.766274
20.690000 0.376819
20.690000 1.149804
20.690000 0.125717
20.690000 1.694951
20.690000 0.293103
20.690000 1.328335
20.690000 0.092349
20.690000 1.766280
20.690000 0.376790
20.690000 1.149829
20.690000 0.125653
20.690000 1.695012
20.690000 0.293053
20.690000 1.328326
20.690000 0.092464
20.690000 1.766302
20.690000 0.376841
20.690000 1.149825
20.690000 0.125614
20.690000 1.694993
20.690000 0.293103
20.690000 1.328403
20.690000 0.092344
20.690000 1.766185
20.690000 0.376723
20.690000 1.149855
20.690000 0.125649
20.690000 1.694892
20.690000 0.292991
20.690000 1.328404
20.690000 0.092390
20.690000 1.766268
20.690000 0.376779
20.690000 1.149710
20.690000 0.125723
20.690000 1.694910
20.690000 0.293093
20.690000 1.328387
20.690000 0.092397
20.690000 1.766156
20.690000 0.376754
20.690000 1.149760
20.690000 0.125700
20.690000 1.694925
20.690000 0.293062
20.690000 1.328267
20.690000 0.092475
20.690000 1.766170
20.690000 0.376828
20.690000 1.149747
20.690000 0.125658
20.690000 1.695019
20.690000 0.293114
20.690000 1.328268
20.690000 0.092423
20.690000 1.766197
20.690000 0.376732
20.690000 1.149818
20.690000 0.125647
20.690000 1.695022
20.690000 0.293104
20.690000 1.328271
20.690000 0.092404
20.690000 1.766290
20.690000 0.376768
20.690000 1.149799
20.690000 0.125643
20.690000 1.694919
20.690000 0.293138
20.690000 1.328394
20.690000 0.092433
20.690000 1.766290
20.690000 0.376696
20.690000 1.149794
20.690000 0.125643
20.690000 1.694881
20.690000 0.293052
20.690000 1.328358
20.690000 0.092465
20.690000 1.766236
20.690000 0.376779
20.690000 1.149698
20.690000 0.125714
20.690000 1.694985
20.690000 0.293121
20.690000 1.328414
20.690000 0.092367
20.690000 1.766168
20.690000 0.376839
20.690000 1.149834
20.690000 0.125700
20.690000 1.695021
20.690000 0.292999
20.690000 1.328319
20.690000 0.092468
20.690000 1.766314
20.690157 0.292979
20.690157 1.328489
20.690157 0.092420
20.690157 1.766377
20.690157 0.376892
20.690157 1.149662
20.690157 0.125721
20.690157 1.694981
20.690157 0.293007
20.690157 1.328519
20.690157 0.092330
20.690157 1.766397
20.690157 0.376890
20.690157 1.149632
20.690157 0.125618
20.690157 1.694968
20.690157 0.293011
20.690157 1.328597
20.690157 0.092423
20.690157 1.766390
20.690157 0.376894
20.690157 1.149631
20.690157 0.125709
20.690157 1.694990
20.690157 0.292999
20.690157 1.328593
20.690157 0.092318
20.690157 1.766388
20.690157 0.376805
20.690157 1.149601
20.690157 0.125723
20.690157 1.694860
20.690157 0.292892
20.690157 1.328573
20.690157 0.092421
20.690157 1.766415
20.690157 0.376912
20.690157 1.149599
20.690157 0.125732
20.690157 1.694869
20.690157 0.293006
20.690157 1.328514
20.690157 0.092321
20.690157 1.766336
20.690157 0.376874
20.690157 1.149666
20.690157 0.125688
20.690157 1.694956
20.690157 0.292906
20.690157 1.328469
20.690157 0.092422
20.690157 1.766364
20.690157 0.376873
20.690157 1.149639
20.690157 0.125662
20.690157 1.694966
20.690157 0.293000
20.690157 1.328585
20.690157 0.092332
20.690157 1.766319
20.690157 0.376820
20.690157 1.149558
20.690157 0.125697
20.690157 1.694892
20.690157 0.292906
20.690157 1.328578
20.690157 0.092310
20.690157 1.766382
20.690157 0.376807
20.690157 1.149531
20.690157 0.125706
20.690157 1.694829
20.690157 0.293004
20.690157 1.328611
20.690157 0.092385
20.690157 1.766248
20.690157 0.376856
20.690157 1.149554
20.690157 0.125720
20.690157 1.694835
20.690157 0.292993
20.690157 1.328450
20.690157 0.092421
20.690157 1.766302
20.690157 0.376898
20.690157 1.149533
20.690157 0.125650
20.690157 1.694985
20.690157 0.293017
20.690157 1.328497
20.690157 0.092394
20.690157 1.766241
20.690157 0.376822
20.690157 1.149658
20.690157 0.125685
20.690157 1.694986
20.690157 0.292911
20.690157 1.328456
20.690157 0.092314
20.690157 1.766391
20.690157 0.376838
20.690157 1.149648
20.690157 0.125612
20.690157 1.694956
20.690157 0.293004
20.690157 1.328592
20.690157 0.092352
20.690157 1.766390
20.690157 0.376824
20.690157 1.149638
20.690157 0.125671
20.690157 1.694895
20.690157 0.292986
20.690157 1.328567
20.690157 0.092383
20.690157 1.766327
20.690157 0.376806
20.690157 1.149584
20.690157 0.125698
20.690157 1.694894
20.690157 0.292992
20.690157 1.328573
20.690157 0.092306
20.690157 1.766272
20.690157 0.376910
20.690157 1.149662
20.690157 0.125720
20.690157 1.694983
20.690157 0.292895
20.690157 1.328551
20.690157 0.092390
20.690157 1.766334
20.690157 0.376756
20.690157 1.149679
20.690157 0.125634
20.690157 1.694981
20.690157 0.292963
20.690157 1.328545
20.690157 0.092396
20.690157 1.766287
20.690157 0.376847
20.690157 1.149668
20.690157 0.125751
20.690157 1.694918
20.690157 0.292971
20.690157 1.328583
20.690157 0.092348
20.690157 1.766413
20.690157 0.376830
20.690157 1.149558
20.690157 0.125624
20.690157 1.694879
20.690157 0.293011
20.690157 1.328587
20.690157 0.092441
20.690157 1.766289
20.690157 0.376895
20.690157 1.149521
20.690157 0.125733
20.690157 1.694918
20.690157 0.292948
20.690157 1.328519
20.690157 0.092375
20.690157 1.766296
20.690157 0.376893
20.690157 1.149597
20.690157 0.125675
20.690157 1.694965
20.690157 0.292958
20.690157 1.328458
20.690157 0.092416
20.690157 1.766254
20.690157 0.376898
20.690157 1.149662
20.690157 0.125720
20.690157 1.694981
20.690157 0.293004
20.690157 1.328470
20.690157 0.092406
20.690157 1.766414
20.690157 0.376784
20.690157 1.149527
20.690157 0.125612
20.690157 1.694857
20.690157 0.292978
20.690157 1.328548
20.690157 0.092407
20.690157 1.766378
20.690157 0.376890
20.690157 1.149647
20.690157 0.125639
20.690157 1.694925
20.690157 0.293028
20.690157 1.328581
20.690157 0.092309
20.690157 1.766336
20.690157 0.376828
20.690157 1.149562
20.690157 0.125612
20.690157 1.694866
20.690157 0.292901
20.690157 1.328571
20.690157 0.092423
20.690157 1.766393
20.690157 0.376761
20.690157 1.149620
20.690157 0.125732
20.690157 1.694863
20.690157 0.292935
20.690157 1.328497
20.690157 0.092372
20.690157 1.766357
20.690157 0.376832
20.690157 1.149660
20.690157 0.125686
20.690157 1.694900
20.690157 0.292965
20.690157 1.328496
20.690157 0.092417
20.690157 1.766303
20.690157 0.376868
20.690157 1.149660
20.690157 0.125665
20.690157 1.694964
20.690157 0.293007
20.690157 1.328588
20.690157 0.092326
20.690157 1.766391
20.690157 0.376892
20.690157 1.149640
20.690157 0.125671
20.690157 1.694945
20.690157 0.293006
20.690157 1.328592
20.690157 0.092296
20.690157 1.766368
20.690157 0.376916
20.690157 1.149513
20.690157 0.125716
20.690157 1.694915
20.690157 0.293013
20.690157 1.328578
20.690157 0.092335
20.690157 1.766264
20.690157 0.376854
20.690157 1.149583
20.690157 0.125618
20.690157 1.694872
20.690157 0.293002
20.690157 1.328472
20.690157 0.092422
20.690157 1.766310
20.690157 0.376894
20.690157 1.149676
20.690157 0.125728
20.690157 1.694981
20.690157 0.293017
20.690157 1.328434
20.690157 0.092397
20.690157 1.766312
20.690157 0.376901
20.690157 1.149657
20.690157 0.125683
20.690157 1.694986
20.690157 0.292942
20.690157 1.328590
20.690157 0.092408
20.690157 1.766388
20.690157 0.376867
20.690157 1.149656
20.690157 0.125626
20.690157 1.694878
20.690157 0.292881
20.690157 1.328612
20.690157 0.092334
20.690157 1.766403
20.690157 0.376788
20.690157 1.149559
20.690157 0.125749
20.690157 1.694896
20.690157 0.292964
20.690157 1.328594
20.690157 0.092388
20.690157 1.766329
20.690157 0.376855
20.690157 1.149531
20.690157 0.125722
20.690157 1.694856
20.690157 0.292984
20.690157 1.328448
20.690157 0.092364
20.690157 1.766247
20.690157 0.376856
20.690157 1.149583
20.690157 0.125719
20.690157 1.694881
20.690157 0.292967
20.690157 1.328514
20.690157 0.092432
20.690157 1.766272
20.690157 0.376766
20.690157 1.149561
20.690157 0.125704
20.690157 1.694982
20.690157 0.293013
20.690157 1.328542
20.690157 0.092387
20.690157 1.766379
20.690157 0.376867
20.690157 1.149596
20.690157 0.125693
20.690157 1.694949
20.690157 0.292970
20.690157 1.328502
20.690157 0.092328
20.690157 1.766396
20.690157 0.376807
20.690157 1.149548
20.690157 0.125626
20.690157 1.694897
20.690157 0.293018
20.690157 1.328482
20.690157 0.092434
20.690157 1.766311
20.690157 0.376884
20.690157 1.149554
20.690157 0.125732
20.690157 1.694924
20.690157 0.293024
20.690157 1.328525
20.690157 0.092384
20.690157 1.766358
20.690157 0.376899
20.690157 1.149575
20.690157 0.125639
20.690157 1.694984
20.690157 0.293002
20.690157 1.328463
20.690157 0.092415
20.690157 1.766344
20.690157 0.376877
20.690157 1.149689
20.690157 0.125717
20.690157 1.694997
20.690157 0.292976
20.690157 1.328518
20.690157 0.092380
20.690157 1.766400
20.690157 0.376791
20.690157 1.149667
20.690157 0.125602
20.690157 1.694975
20.690157 0.293017
20.690157 1.328585
20.690157 0.092399
20.690157 1.766402
20.690157 0.376897
20.690157 1.149671
20.690157 0.125635
20.690157 1.694908
20.690157 0.292986
20.690157 1.328586
20.690157 0.092298
20.690157 1.766281
20.690157 0.376791
20.690157 1.149660
20.690157 0.125624
20.690157 1.694871
20.690157 0.292900
20.690157 1.328569
20.690157 0.092343
20.690157 1.766369
20.690157 0.376892
20.690157 1.149623
20.690157 0.125733
20.690157 1.694943
20.690157 0.292961
20.690157 1.328606
20.690157 0.092307
20.690157 1.766313
20.690157 0.376767
20.690157 1.149604
20.690157 0.125675
20.690157 1.694959
20.690157 0.292885
20.690157 1.328456
20.690157 0.092415
20.690157 1.766284
20.690157 0.376880
20.690157 1.149641
20.690157 0.125721
20.690157 1.694968
20.690157 0.293003
20.690157 1.328537
20.690157 0.092319
20.690157 1.766363
20.690157 0.376794
20.690157 1.149626
20.690157 0.125600
20.690157 1.694969
20.690157 0.293016
20.690157 1.328538
20.690157 0.092409
20.690157 1.766357
20.690157 0.376889
20.690157 1.149587
20.690157 0.125718
20.690157 1.694867
20.690157 0.293003
20.690157 1.328570
20.690157 0.092299
20.690157 1.766360
20.690157 0.376858
20.690157 1.149539
20.690157 0.125654
20.690157 1.694895
20.690157 0.292881
20.690157 1.328498
20.690157 0.092425
20.690157 1.766306
20.690157 0.376894
20.690157 1.149582
20.690157 0.125730
20.690157 1.694977
20.690157 0.293019
20.690157 1.328506
20.690157 0.092377
20.690157 1.766342
20.690157 0.376867
20.690157 1.149656
20.690157 0.125682
20.690157 1.694950
20.690157 0.292962
20.690157 1.328450
20.690157 0.092423
20.690157 1.766400
20.690157 0.376866
20.690157 1.149664
20.690157 0.125643
20.690157 1.694965
20.690157 0.293026
20.690157 1.328606
20.690157 0.092324
20.690157 1.766343
20.690157 0.376760
20.690157 1.149623
20.690157 0.125717
20.690157 1.694835
20.690157 0.292881
20.690157 1.328589
20.690157 0.092397
20.690157 1.766423
20.690157 0.376846
20.690157 1.149520
20.690157 0.125722
20.690157 1.694850
20.690157 0.292985
20.690157 1.328554
20.690157 0.092427
20.690157 1.766259
20.690157 0.376876
20.690157 1.149639
20.690157 0.125718
20.690157 1.694865
20.690157 0.292946
20.690157 1.328486
20.690157 0.092423
20.690157 1.766258
20.690157 0.376886
20.690157 1.149671
20.690157 0.125618
20.690157 1.694981
20.690157 0.293034
20.690157 1.328506
20.690157 0.092386
20.690157 1.766366
20.690157 0.376883
20.690157 1.149659
20.690157 0.125682
20.690157 1.694940
20.690157 0.292907
20.690157 1.328578
20.690157 0.092371
20.690157 1.766389
20.690157 0.376860
20.690157 1.149591
20.690157 0.125641
20.690157 1.694893
20.690157 0.293016
20.690157 1.328591
20.690157 0.092411
20.690157 1.766379
20.690157 0.376884
20.690157 1.149612
20.690157 0.125635
20.690157 1.694882
20.690157 0.292966
20.690157 1.328541
20.690157 0.092392
20.690157 1.766267
20.690157 0.376869
20.690157 1.149631
20.690157 0.125660
20.690157 1.694945
20.690157 0.293002
20.690157 1.328513
20.690157 0.092414
20.690157 1.766244
20.690157 0.376867
20.690157 1.149667
20.690157 0.125716
20.690157 1.694992
20.690157 0.292924
20.690157 1.328524
20.690157 0.092328
20.690157 1.766401
20.690157 0.376770
20.690157 1.149670
20.690157 0.125605
20.690157 1.694983
20.690157 0.292942
20.690157 1.328601
20.690157 0.092390
20.690157 1.766414
20.690157 0.376803
20.690157 1.149564
20.690157 0.125736
20.690157 1.694902
20.690157 0.292967
20.690157 1.328596
20.690157 0.092302
20.690157 1.766384
20.690157 0.376764
20.690157 1.149634
20.690157 0.125648
20.690157 1.694850
20.690157 0.292941
20.690157 1.328529
20.690157 0.092362
20.690157 1.766352
20.690157 0.376875
20.690157 1.149553
20.690157 0.125733
20.690157 1.694862
20.690157 0.292986
20.690157 1.328528
20.690157 0.092370
20.690157 1.766249
20.690157 0.376764
20.690157 1.149541
20.690157 0.125675
20.690157 1.694981
20.690157 0.293000
20.690157 1.328443
20.690157 0.092415
20.690157 1.766385
20.690157 0.376886
20.690157 1.149644
20.690157 0.125719
20.690157 1.694972
20.690157 0.293003
20.690157 1.328480
20.690157 0.092329
20.690157 1.766400
20.690157 0.376878
20.690157 1.149618
20.690157 0.125603
20.690157 1.694902
20.690157 0.293008
20.690157 1.328538
20.690157 0.092378
20.690157 1.766377
20.690157 0.376896
20.690157 1.149618
20.690157 0.125723
20.690157 1.694976
20.690157 0.293011
20.690157 1.328566
20.690157 0.092299
20.690157 1.766386
20.690157 0.376831
20.690157 1.149604
20.690157 0.125709
20.690157 1.694882
20.690157 0.292921
20.690157 1.328552
20.690157 0.092426
20.690157 1.766306
20.690157 0.376917
20.690157 1.149625
20.690157 0.125731
20.690157 1.694898
20.690157 0.292997
20.690157 1.328522
20.690157 0.092299
20.690157 1.766362
20.690157 0.376866
20.690157 1.149659
20.690157 0.125674
20.690157 1.694968
20.690157 0.292930
20.690157 1.328501
20.690157 0.092415
20.690157 1.766386
20.690157 0.376896
20.690157 1.149654
20.690157 0.125640
20.690157 1.694959
20.690157 0.293006
20.690157 1.328592
20.690157 0.092306
20.690157 1.766290
20.690157 0.376800
20.690157 1.149692
20.690157 0.125675
20.690157 1.694868
20.690157 0.292879
20.690157 1.328509
20.690157 0.092330
20.690157 1.766371
20.690157 0.376832
20.690157 1.149526
20.690157 0.125726
20.690157 1.694851
20.690157 0.292998
20.690157 1.328580
20.690157 0.092362
20.690157 1.766284
20.690157 0.376831
20.690157 1.149581
20.690157 0.125715
20.690157 1.694869
20.690157 0.292975
20.690157 1.328444
20.690157 0.092425
20.690157 1.766278
20.690157 0.376896
20.690157 1.149565
20.690157 0.125658
20.690157 1.694983
20.690157 0.293017
20.690157 1.328517
20.690157 0.092382
20.690157 1.766275
20.690157 0.376816
20.690157 1.149654
20.690157 0.125669
20.690157 1.694985
20.690157 0.292995
20.690157 1.328443
20.690157 0.092341
20.690157 1.766388
20.690157 0.376821
20.690157 1.149640
20.690157 0.125641
20.690157 1.694901
20.690157 0.293003
20.690157 1.328589
20.690157 0.092327
20.690157 1.766388
20.690157 0.376806
20.690157 1.149621
20.690157 0.125642
20.690157 1.694862
20.690157 0.292966
20.690157 1.328556
20.690157 0.092405
20.690157 1.766330
20.690157 0.376831
20.690157 1.149553
20.690157 0.125717
20.690157 1.694930
20.690157 0.293012
20.690157 1.328565
20.690157 0.092301
20.690157 1.766243
20.690157 0.376907
20.690157 1.149667
20.690157 0.125716
20.690157 1.694983
20.690157 0.292887
20.690157 1.328525
20.690157 0.092409
20.690157 1.766386
20.690314 0.292874
20.690314 1.328672
20.690314 0.092372
20.690314 1.766468
20.690314 0.376959
20.690314 1.149501
20.690314 0.125735
20.690314 1.694944
20.690314 0.292909
20.690314 1.328703
20.690314 0.092288
20.690314 1.766486
20.690314 0.376958
20.690314 1.149471
20.690314 0.125637
20.690314 1.694931
20.690314 0.292908
20.690314 1.328790
20.690314 0.092382
20.690314 1.766486
20.690314 0.376958
20.690314 1.149469
20.690314 0.125717
20.690314 1.694958
20.690314 0.292896
20.690314 1.328783
20.690314 0.092278
20.690314 1.766484
20.690314 0.376860
20.690314 1.149434
